Experiment ID,Model,Question,syntax_ok,max_cyclomatic_complexity,total_cyclomatic_complexity,maintainability_index,raw_loc,raw_lloc,raw_sloc,raw_comments,raw_multi,raw_blank,raw_single_comments,halstead_h1,halstead_h2,halstead_N1,halstead_N2,halstead_vocabulary,halstead_length,halstead_calculated_length,halstead_volume,halstead_difficulty,halstead_effort,halstead_time,halstead_bugs
ee76b27f-91dc-4eea-ac57-bb24e762d5ce,meta-llama-3.1-8b-instruct,"What Instagram account changes (e.g., name, phone, email) has the user made over time?",True,7,7,88.99227275433951,46,25,25,14,0,7,14,2,4,3,4,6,7,10.0,18.09473750504809,1.0,18.09473750504809,1.0052631947248942,0.0060315791683493
58c69139-64aa-4768-8215-4ee4666bd57a,meta-llama-3.1-8b-instruct,"What Instagram account changes (e.g., name, phone, email) has the user made over time?",True,14,14,80.57861469591793,51,26,26,16,0,9,16,3,26,12,26,29,38,126.96632017383187,184.60327781484776,1.5,276.90491672227165,15.383606484570649,0.0615344259382825
6ab7c0c3-82cd-4263-9467-f3604861480f,meta-llama-3.1-8b-instruct,"What Instagram account changes (e.g., name, phone, email) has the user made over time?",True,16,16,76.6573016230565,51,32,32,12,0,7,12,4,26,14,29,30,43,130.2114326716684,210.99629561116632,2.230769230769231,470.6840440556787,26.149113558648818,0.0703320985370554
dea8f0f0-3ef8-4b16-8e59-053e842f552f,meta-llama-3.1-8b-instruct,"What Instagram account changes (e.g., name, phone, email) has the user made over time?",True,11,11,84.17552570540761,50,23,26,15,0,9,15,3,13,8,16,16,24,52.86060383799767,96.0,1.8461538461538465,177.23076923076923,9.846153846153848,0.032
460e5e19-9d35-4b27-b6ba-04ffeeea3075,meta-llama-3.1-8b-instruct,"What Instagram account changes (e.g., name, phone, email) has the user made over time?",True,29,29,67.96100340197799,111,61,55,31,0,25,31,3,38,27,53,41,80,204.1761330130197,428.60416036944673,2.0921052631578947,896.6850197202898,49.81583442890499,0.1428680534564822
a770159e-5534-4053-ab10-e348eea772f4,meta-llama-3.1-8b-instruct,"What Instagram account changes (e.g., name, phone, email) has the user made over time?",True,20,20,76.33318598793687,50,30,30,13,0,7,13,4,29,20,40,33,60,148.8814488586996,302.6636471615072,2.7586206896551726,834.9341990662268,46.38523328145705,0.100887882387169
6e952a44-8863-44c8-aa68-94099f19ff8e,meta-llama-3.1-8b-instruct,"What Instagram account changes (e.g., name, phone, email) has the user made over time?",True,11,11,82.98458537509791,53,27,27,21,0,5,21,3,10,6,11,13,17,37.97416845103709,62.907475208398566,1.65,103.79733409385764,5.766518560769868,0.0209691584027995
ddc587e1-d535-4e22-b496-677e3d367be5,meta-llama-3.1-8b-instruct,"What Instagram account changes (e.g., name, phone, email) has the user made over time?",True,6,6,92.45085459811358,41,20,20,13,0,8,13,2,3,2,3,5,5,6.754887502163469,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456
1285fc5a-0a96-4dbf-83e5-b3172fb7fe5b,meta-llama-3.1-8b-instruct,"What Instagram account changes (e.g., name, phone, email) has the user made over time?",True,9,9,85.4847496793414,43,22,22,13,0,8,13,3,12,7,13,15,20,47.77443751081735,78.13781191217038,1.625,126.97394435727686,7.054108019848715,0.0260459373040567
6ef4394f-17e3-4f7a-840b-c52355efdb7d,meta-llama-3.1-8b-instruct,"What Instagram account changes (e.g., name, phone, email) has the user made over time?",True,8,8,84.06800155582451,61,27,27,20,0,14,20,3,10,5,10,13,15,37.97416845103709,55.506595772116384,1.5,83.25989365817458,4.625549647676365,0.0185021985907054
